stuffId,Descript,VatRate,EditDateFa,typestuffId,,,,,,,
2330001003549,خدمات درمانی و تشخیصی و پیشگیری انسانی/خدمات درمانی و تشخیصی و پیشگیری انسانی / سازمان امور مالیاتی/اعتبار تا تاریخ 1402/06/31/ شرکت مرکز ملی شماره گذاری کالا و خدمات ایران,0,14010909,عمومي,,,,,,,
2330001003204,خدمات انتشار/خدمات انتشار نشریه به استثناء کتب کمک آموزشی و کنکور / سازمان امور مالیاتی/اعتبار تا تاریخ 1402/06/31/ شرکت مرکز ملی شماره گذاری کالا و خدمات ایران,0,14010909,عمومي,,,,,,,
2330001003327,خدمات نشر و توزیع/خدمات نشر و توزیع نشریه به استثناء کتب کمک آموزشی و کنکور / سازمان امور مالیاتی/اعتبار تا تاریخ 1402/06/31/ شرکت مرکز ملی شماره گذاری کالا و خدمات ایران,0,14010909,عمومي,,,,,,,
2330001003167,"خدمات بیمه محصولات کشاورزی/خدمات بیمه محصولات کشاورزی / سازمان امور مالیاتی/اعتبار تا تاریخ 1402/06/31
/ شرکت مرکز ملی شماره گذاری کالا و خدمات ایران",0,14010909,عمومي,,,,,,,
2330001003471,خدمات تولید اندام های تکثیری گیاهان/خدمات تولید اندام های تکثیری گیاهان / سازمان امور مالیاتی/اعتبار تا تاریخ 1402/06/31/ شرکت مرکز ملی شماره گذاری کالا و خدمات ایران,0,14010909,عمومي,,,,,,,
2330001003068,خدمات اقامتی/خدمات اقامتی مهمان پذیر ها و سایر مراکز اقامتی دارای مجوز  از وزارت میراث فرهنگی / سازمان امور مالیاتی/اعتبار تا تاریخ 1402/06/31/ شرکت مرکز ملی شماره گذاری کالا و خدمات ایران,0,14010909,عمومي,,,,,,,
2330001003488,خدمات تبدیل تخم مرغ نطفه دار به جوجه یک روزه/خدمات تبدیل تخم مرغ نطفه دار به جوجه یک روزه / سازمان امور مالیاتی/اعتبار تا تاریخ 1402/06/31/ شرکت مرکز ملی شماره گذاری کالا و خدمات ایران,0,14010909,عمومي,,,,,,,
2330001003303,خدمات نشر و توزیع/خدمات نشر و توزیع روزنامه / سازمان امور مالیاتی/اعتبار تا تاریخ 1402/06/31/ شرکت مرکز ملی شماره گذاری کالا و خدمات ایران,0,14010909,عمومي,,,,,,,
2330001003075,خدمات اقامتی/خدمات اقامتی هتل های سه ستاره و پایین تر دارای مجوز از وزارت میراث فرهنگی / سازمان امور مالیاتی/اعتبار تا تاریخ 1402/06/31/ شرکت مرکز ملی شماره گذاری کالا و خدمات ایران,0,14010909,عمومي,,,,,,,
2330001003525,خدمات آرمستان/خدمات آرمستان / سازمان امور مالیاتی/اعتبار تا تاریخ 1402/06/31/ شرکت مرکز ملی شماره گذاری کالا و خدمات ایران,0,14010909,عمومي,,,,,,,
2330001003310,خدمات نشر و توزیع/خدمات نشر و توزیع به استثناء کتب کمک آموزشی و کنکور / سازمان امور مالیاتی/اعتبار تا تاریخ 1402/06/31/ شرکت مرکز ملی شماره گذاری کالا و خدمات ایران,0,14010909,عمومي,,,,,,,
2330001003143,"خدمات بیمه درمان تکمیلی/  سازمان امور مالیاتی/اعتبار تا تاریخ 1402/06/31
/ شرکت مرکز ملی شماره گذاری کالا و خدمات ایران",0,14010909,عمومي,,,,,,,
2330001003242,"خدمات اعتباری قرض الحسنه/خدمات اعتباری قرض الحسنه صندوق های قرض الحسنه مجاز / سازمان امور مالیاتی/اعتبار تا تاریخ 1402/06/31
/ شرکت مرکز ملی شماره گذاری کالا و خدمات ایران",0,14010909,عمومي,,,,,,,
2330001003136,"خدمات بازار سرمایه/خدمات بازار سرمایه شامل خدمات معاملات و تسویه اوراق بهادر و کالا در بورس ها و بازارهای خارج از بورس / سازمان امور مالیاتی/اعتبار تا تاریخ 1402/06/31
 / شرکت مرکز ملی شماره گذاری کالا و خدمات ایران",0,14010909,عمومي,,,,,,,
2330001003501,خدمات مکانیزه نمودن آبیاری کشاورزی/خدمات مکانیزه نمودن آبیاری کشاورزی(تحت فشار و قطره ای) / سازمان امور مالیاتی/اعتبار تا تاریخ 1402/06/31/ شرکت مرکز ملی شماره گذاری کالا و خدمات ایران,0,14010909,عمومي,,,,,,,
2330001003266,"خدمات بانکی/عملیات و خدمات بانکی ارائه ضمانت نامه در چهارچوب قوانین مربوط و مصوبات شورای پول و اعتبار / سازمان امور مالیاتی/اعتبار تا تاریخ 1402/06/31
/ شرکت مرکز ملی شماره گذاری کالا و خدمات ایران",0,14010909,عمومي,,,,,,,
2330001003129,"سود تسهیلات/سود تسهیلات اعطایی شرکت های واسپاری دارای مجوز از بانک مرکزی / سازمان امور مالیاتی/اعتبار تا تاریخ 1402/06/31
/ شرکت مرکز ملی شماره گذاری کالا و خدمات ایران",0,14010909,عمومي,,,,,,,
2330001003044,خدمات فنی و بازسازی و تعمیر و نگهداری کالا/خدمات فنی و بازسازی و تعمیر و نگهداری کالا با کاربردصرفا دفاعی،نظامی، انتظامی، امنیتی و اطلاعاتی توسط مراکز وابسته به دستگاه های نظامی، انتظامی و امنیتی مطابق فهرست مصوب توسط وزرای دفاع و پشتیبانی نیروهای مسلح و امور اقتصادی ودارایی / سازمان امور مالیاتی/اعتبار تا تاریخ 1402/06/31/ شرکت مرکز ملی شماره گذاری کالا و خدمات ایران,0,14010909,عمومي,,,,,,,
2330001003273,"خدمات بانکی/عملیات و خدمات بانکی ایجاد اعتبار در چهارچوب قوانین مربوط و مصوبات شورای پول و اعتبار / سازمان امور مالیاتی/اعتبار تا تاریخ 1402/06/31
/ شرکت مرکز ملی شماره گذاری کالا و خدمات ایران",0,14010909,عمومي,,,,,,,
2330001003464,خدمات زینک/خدمات زینک روزنامه / سازمان امور مالیاتی/اعتبار تا تاریخ 1402/06/31/ شرکت مرکز ملی شماره گذاری کالا و خدمات ایران,0,14010909,عمومي,,,,,,,
2330001003259,"خدمات بانکی/عملیات و خدمات بانکی انتقال وجه در چهارچوب قوانین مربوط و مصوبات شورای پول و اعتبار  / سازمان امور مالیاتی/اعتبار تا تاریخ 1402/06/31
/ شرکت مرکز ملی شماره گذاری کالا و خدمات ایران",0,14010909,عمومي,,,,,,,
2330001003297,"خدمات بانکی/عملیات و خدمات بانکی دریافت سپرده در چهارچوب قوانین مربوط و مصوبات شورای پول و اعتبار  / سازمان امور مالیاتی/اعتبار تا تاریخ 1402/06/31
/ شرکت مرکز ملی شماره گذاری کالا و خدمات ایران",0,14010909,عمومي,,,,,,,
2330001003280,"خدمات بانکی/عملیات و خدمات بانکی اعطای تسهیلات در چهارچوب قوانین مربوط و مصوبات شورای پول و اعتبار / سازمان امور مالیاتی/اعتبار تا تاریخ 1402/06/31
/ شرکت مرکز ملی شماره گذاری کالا و خدمات ایران",0,14010909,عمومي,,,,,,,
2330001003235,خدمات مالی و اعتباری/خدمات مالی و اعتباری اعطای تسهیلات توسط صندوق های حمایتی که به موجب قانون تاسیس شده یا می شوند در چارچوب اساسنامه آنها / سازمان امور مالیاتی/اعتبار تا تاریخ 1402/06/31/ شرکت مرکز ملی شماره گذاری کالا و خدمات ایران,0,14010909,عمومي,,,,,,,
2330001003198,"خدمات مالی و اعتباری/خدمات مالی و اعتباری اعطای تسهیلات توسط صندوق های بیمه ای که به موجب قانون تاسیس شده یا می شوند در چارچوب اساسنامه بیمه ای/ سازمان امور مالیاتی/اعتبار تا تاریخ 1402/06/31
/ شرکت مرکز ملی شماره گذاری کالا و خدمات ایران",0,14010909,عمومي,,,,,,,
2330001003181,"خدمات مالی و اعتباری/خدمات مالی و اعتباری اعطای تسهیلات توسط صندوق های پژوهش و فناوری که به موجب قانون تاسیس شده یا میشوند در چارچوب اساسنامه پژوهش و فناوری  / سازمان امور مالیاتی/اعتبار تا تاریخ 1402/06/31
/ شرکت مرکز ملی شماره گذاری کالا و خدمات ایران",0,14010909,عمومي,,,,,,,
2330001003228,"خدمات مالی و اعتباری/خدمات مالی و اعتباری اعطای تسهیلات توسط صندوق های ضمانت صادرات که به موجب قانون تاسیس شده یا می شوند در چارچوب اساسنامه ضمانت صادرات/ سازمان امور مالیاتی/اعتبار تا تاریخ 1402/06/31
/ شرکت مرکز ملی شماره گذاری کالا و خدمات ایران",0,14010909,عمومي,,,,,,,
2330001003211,"خدمات مالی و اعتباری/خدمات مالی و اعتباری اعطای تسهیلات توسط صندوق های سرمایه گذاری که به موجب قانون تاسیس شده یا می شوند در چارچوب اساسنامه سرمایه گذاری/ سازمان امور مالیاتی/اعتبار تا تاریخ 1402/06/31
/ شرکت مرکز ملی شماره گذاری کالا و خدمات ایران",0,14010909,عمومي,,,,,,,
2330001003426,خدمات چاپ/خدمات چاپ کتاب به استثناء کتب کمک آموزشی و کنکور / سازمان امور مالیاتی/اعتبار تا تاریخ 1402/06/31/ شرکت مرکز ملی شماره گذاری کالا و خدمات ایران,0,14010909,عمومي,,,,,,,
2330001003419,خدمات چاپ/خدمات چاپ نشریه به استثناء کتب کمک آموزشی و کنکور / سازمان امور مالیاتی/اعتبار تا تاریخ 1402/06/31/ شرکت مرکز ملی شماره گذاری کالا و خدمات ایران,0,14010909,عمومي,,,,,,,
2330001003433,خدمات چاپ/خدمات چاپ روزنامه / سازمان امور مالیاتی/اعتبار تا تاریخ 1402/06/31/ شرکت مرکز ملی شماره گذاری کالا و خدمات ایران,0,14010909,عمومي,,,,,,,
2330001003457,خدمات زینک کتاب/خدمات زینک کتاب به استثناءکتب کمک آموزشی و کنکور / سازمان امور مالیاتی/اعتبار تا تاریخ 1402/06/31/ شرکت مرکز ملی شماره گذاری کالا و خدمات ایران,0,14010909,عمومي,,,,,,,
2330001003440,خدمات زینک نشریه/خدمات زینک نشریه به استثناءکتب کمک آموزشی و کنکور / سازمان امور مالیاتی/اعتبار تا تاریخ 1402/06/31/ شرکت مرکز ملی شماره گذاری کالا و خدمات ایران,0,14010909,عمومي,,,,,,,
2330001022014,بیمه به شرط حیات/شرکت بیمه تعهد می‌کند که در صورت حیات بیمه شده،  در پایان مدت بیمه ، سرمایه بیمه را به وی پرداخت نماید.در این بیمه ها تعهد بیمه گر موکول به حیات بیمه شده ، تا تاریخ مشخص در بیمه نامه است. -بیمه مرکزی ایران/ شرکت بیمه مرکزی جمهوری اسلامی ایران,0,14010930,عمومي,,,,,,,
2330001022021,بیمه مختلط/شرکت بیمه‌ متعهد می‌شود در صورت فوت بیمه‌شده به هرعلت در هر زمان، سرمایه ذکرشده در بیمه‌نامه را به استفاده کنندگان و یا وراث قانونی وی بپردازد. چنانچه بیمه‌شده تا پایان مدت بیمه‌نامه در قید حیات باشد، سرمایه بیمه‌نامه به‌علاوه سرمایه ایجاد شده از محل مشارکت در منافع به بیمه‌شده پرداخت خواهد شد.-بیمه مرکزی ایران/ شرکت بیمه مرکزی جمهوری اسلامی ایران,0,14010930,عمومي,,,,,,,
2330001022038,بیمه مستمری به شرط حیات/در این بیمه ها پرداخت مستمری بستگی به عمر شخص دارد ، همین که شخص بیمه شده فوت شود پرداخت مستمری هم قطع می گردد. تعهد بیمه گر موکول به حیات بیمه شده است.-بیمه مرکزی ایران/ شرکت بیمه مرکزی جمهوری اسلامی ایران,0,14010930,عمومي,,,,,,,
2330001022045,بیمه مستمری قطعی/شرکت بیمه متعهد می شود تا مستمری را  بطور قطع و یقین فقط تا مدت معینی پرداخت نماید.-بیمه مرکزی ایران/ شرکت بیمه مرکزی جمهوری اسلامی ایران,0,14010930,عمومي,,,,,,,
2330001022052,بیمه مستمری ترکیبی قطعی و به شرط حیات/شرکت بیمه متعهد می شود، مستمری حداکثر تا مدت معینی مشروط بر این که بیمه شده تا آن تاریخ در قید حیات باشد پرداخت نماید. و با  فوت بیمه شده مستمری قطع می گردد. -بیمه مرکزی ایران/ شرکت بیمه مرکزی جمهوری اسلامی ایران,0,14010930,عمومي,,,,,,,
2330001022069,بیمه پوشش های اضافی/شامل پوشش های اضافی در بیمه نامه های زندگی است و خطرات  امراض خاص، حوادث و معافیت  که از کار افتادگی وقطع پرداخت حق بیمه را شامل می شود .-بیمه مرکزی ایران/ شرکت بیمه مرکزی جمهوری اسلامی ایران,0,14010930,عمومي,,,,,,,
2330001022243,بیمه کشاورزی و دامداری/شرکت بیمه‌متعهد می‌شود که خسارت و صدمات وادره ناشی از حوادث و آفات به  محصولات کشاورزی، باغی و دام و طیور را جبران نماید.، در حدودی که در بیمه‌نامه مشخص می‌شود پرداخت نماید.-بیمه مرکزی ایران/ شرکت بیمه مرکزی جمهوری اسلامی ایران,0,14010930,عمومي,,,,,,,
2330001022342,بیمه درمانی/شرکت بیمه تعهد می‌کند که هزینه معالجات پزشکی بیمه‌شدگان را تا مقدار معینی پرداخت نماید. -بیمه مرکزی ایران/ شرکت بیمه مرکزی جمهوری اسلامی ایران,0,14010930,عمومي,,,,,,,
2330000001201,اجاره زمین و ساختمان/اجاره ملک و ساختمانها/ شرکت رادیاتور ایران,0,14011109,اختصاصي,,,,,,,
2330000001300,حمل و نقل کالای عمومی/ارسال بار به مشتریان ( تایر)/ شرکت آرتاویل تایر,0,14011109,اختصاصي,,,,,,,
2330000001720,اجاره زمین و ساختمان/درآمد حاصل از اجاره ساختمان/ شرکت سرمایه گذاری گروه توسعه ملی,0,14011109,اختصاصي,,,,,,,
2330000001935,اجاره زمین و ساختمان/اجاره ساختمان/ شرکت سپیدار سیستم آسیا,0,14011109,اختصاصي,,,,,,,
2330000002451,اجاره زمین و ساختمان/اجاره ساختمانها جهت امور اداری/ شرکت صنعتی محور سازان ایران خودرو,0,14011109,اختصاصي,,,,,,,
2330000002543,اجاره زمین و ساختمان/درآمد حاصل از اجاره بها/ شرکت بهمن لیزینگ,0,14011109,اختصاصي,,,,,,,
2330000002871,اجاره زمین و ساختمان/اجاره املاک/ شرکت کیسون,0,14011109,اختصاصي,,,,,,,
2330000003359,اجاره زمین و ساختمان/درآمد حاصل از اجاره/ شرکت واسپاری ملت,0,14011109,اختصاصي,,,,,,,
2330000003519,اجاره زمین و ساختمان/اجاره املاک/ شرکت کشتیرانی جمهوری اسلامی ایران,0,14011109,اختصاصي,,,,,,,
2330000003755,اجاره زمین و ساختمان/اجاره آپارتمان/ شرکت توکا ریل,0,14011109,اختصاصي,,,,,,,
2330000004226,اجاره زمین و ساختمان/اجاره ساختمان/ شرکت فولاد خوزستان,0,14011109,اختصاصي,,,,,,,
2330000004981,اجاره زمین و ساختمان/اجاره دفترتجاری/ شرکت نیرو کلر,0,14011109,اختصاصي,,,,,,,
2330000005452,اجاره زمین و ساختمان/درآمد اجاره/ شرکت گروه بهمن,0,14011109,اختصاصي,,,,,,,
2330000005995,اجاره زمین و ساختمان/درآمد حاصل از اجاره/ شرکت کشتیرانی دریای خزر منطقه آزاد انزلی,0,14011109,اختصاصي,,,,,,,
2330000006312,اجاره زمین و ساختمان/درآمد اجاره املاک (دارایی )/ شرکت لیزینگ صنعت و معدن,0,14011109,اختصاصي,,,,,,,
2330000006329,اجاره زمین و ساختمان/درآمد اجاره املاک (دارایی)/ شرکت لیزینگ صنعت و معدن,0,14011109,اختصاصي,,,,,,,
2330000006527,فروش ضایعات/کاغذ و اقلام ضایعاتی/ شرکت سیمان اصفهان,0,14011109,اختصاصي,,,,,,,
2330000006626,اجاره زمین و ساختمان/درآمدهای غیرعملیاتی- اجاره بها دریافتی/ شرکت سیمان فارس,0,14011109,اختصاصي,,,,,,,
2330000009573,اجاره زمین و ساختمان/اجاره اموال غیر منقول/ شرکت پالایش نفت تهران,0,14011109,اختصاصي,,,,,,,
2330000009801,اجاره زمین و ساختمان/اجاره دارایی های ثابت سازمان/ شرکت سازمان بورس و اوراق بهادار,0,14011109,اختصاصي,,,,,,,
2330000038733,خدمات حمل و نقل بین المللی دریایی/درآمد حمل محمولات سی اند اف - درآمد کرایه حمل محمولات از مبدا  بنادر خارجی به داخل کشور جهت مشتریان خارجی/ شرکت کشتیرانی حافظ دریای آریا,0,14020609,اختصاصي,,,,,,,
2330000038702,خدمات حمل و نقل بین المللی دریایی/درآمد حمل محمولات وارداتی - درآمد  کرایه حمل محمولات از مبدا  بنادر خارجی به داخل کشور جهت مشتریان ایرانی/ شرکت کشتیرانی حافظ دریای آریا,0,14020609,اختصاصي,,,,,,,
2330000038719,خدمات حمل و نقل بین المللی دریایی/درآمد کرایه حمل محمولات صادراتی/ شرکت کشتیرانی حافظ دریای آریا,0,14020609,اختصاصي,,,,,,,
2330000038726,خدمات حمل و نقل بین المللی دریایی/درآمد کرایه حمل محمولات از مبدا بنادر خارجی به سایر بنادر خارجی/ شرکت کشتیرانی حافظ دریای آریا,0,14020609,اختصاصي,,,,,,,
2330000068945,خدمات حمل و نقل بین المللی دریایی/کرایه حمل/ شرکت کالا داران ناو دریا,0,14020609,اختصاصي,,,,,,,
2330000305491,خدمات حمل و نقل بین المللی دریایی/کرایه حمل صادراتی/ شرکت دریاسرعت,0,14020609,اختصاصي,,,,,,,
2330000040330,خدمات حمل و نقل بین المللی دریایی/کرایه حمل وارداتی/ شرکت نمایندگی کشتیرانی و خدمات بار هوایی دیبا هوا دریا,0,14020609,اختصاصي,,,,,,,
2330000305484,خدمات حمل و نقل بین المللی دریایی/کرایه حمل وارداتی/ شرکت دریاسرعت,0,14020609,اختصاصي,,,,,,,
2330001113361,خدمات حمل و نقل بین المللی دریایی/کرایه حمل صادراتی/ شرکت نمایندگی کشتیرانی امواج زرین دریا,0,14020609,اختصاصي,,,,,,,
2330001066360,خدمات حمل و نقل بین المللی دریایی/کرایه حمل صادراتی/ شرکت خدمات کشتیرانی و خدمات بار هوایی هرمز مارین,0,14020609,اختصاصي,,,,,,,
2330000042846,خدمات حمل و نقل بین المللی دریایی/کرایه حمل صادراتی/ شرکت جهان دنیز کالا,0,14020609,اختصاصي,,,,,,,
2330000042839,خدمات حمل و نقل بین المللی دریایی/کرایه حمل وارداتی/ شرکت جهان دنیز کالا,0,14020609,اختصاصي,,,,,,,
2330000040347,خدمات حمل و نقل بین المللی دریایی/کرایه حمل صادراتی/ شرکت نمایندگی کشتیرانی و خدمات بار هوایی دیبا هوا دریا,0,14020609,اختصاصي,,,,,,,
2330001113354,خدمات حمل و نقل بین المللی دریایی/کرایه حمل وارداتی/ شرکت نمایندگی کشتیرانی امواج زرین دریا,0,14020609,اختصاصي,,,,,,,
2330000078302,خدمات حمل و نقل بین المللی دریایی/درآمد کرایه حمل دریایی/ شرکت حمل و نقل بین المللی آریا ترابر البرز,0,14020609,اختصاصي,,,,,,,
2330000053224,خدمات حمل و نقل بین المللی دریایی/کرایه حمل صادراتی/ شرکت خدمات بار هوایی روناک دایا آسو,0,14020609,اختصاصي,,,,,,,
2330001065134,خدمات حمل و نقل بین المللی دریایی/کرایه حمل صادراتی/ شرکت فراحمل دریا,0,14020609,اختصاصي,,,,,,,
2330000464167,خدمات حمل و نقل بین المللی دریایی/کرایه حمل صادراتی و خدمت بر اساس تعداد کانتینر  به صورت نیابتی از طرف خطوط کانتینری/ شرکت نیروانا ققنوس پارس,0,14020609,اختصاصي,,,,,,,
2330000037538,خدمات حمل و نقل بین المللی دریایی/کرایه حمل وارداتی/ شرکت هنزا ناو دریا,0,14020609,اختصاصي,,,,,,,
2330000053217,خدمات حمل و نقل بین المللی دریایی/کرایه حمل وارداتی/ شرکت خدمات بار هوایی روناک دایا آسو,0,14020609,اختصاصي,,,,,,,
2330001065127,خدمات حمل و نقل بین المللی دریایی/کرایه حمل وارداتی/ شرکت فراحمل دریا,0,14020609,اختصاصي,,,,,,,
2330000037545,خدمات حمل و نقل بین المللی دریایی/کرایه حمل صادراتی/ شرکت هنزا ناو دریا,0,14020609,اختصاصي,,,,,,,
2330000051121,خدمات حمل و نقل بین المللی دریایی/کرایه حمل وارداتی/ شرکت مدیریت بار و دریا,0,14020609,اختصاصي,,,,,,,
2330000420248,خدمات حمل و نقل بین المللی دریایی/کرایه حمل بین المللی دریایی کالا/ شرکت نسیم اطلس اقیانوس,0,14020609,اختصاصي,,,,,,,
2330000051190,خدمات حمل و نقل بین المللی دریایی/کرایه حمل صادراتی/ شرکت مدیریت بار و دریا,0,14020609,اختصاصي,,,,,,,
2330001081073,خدمات حمل و نقل بین المللی دریایی/کرایه حمل وارداتی-خدمت بر اساس تعداد کانتینر  به صورت نیابتی از طرف خطوط کانتینری/ شرکت آداک آرام آریا,0,14020609,اختصاصي,,,,,,,
2330000072140,خدمات حمل و نقل بین المللی دریایی/درآمد کرایه حمل وارداتی - خدمت براساس تعداد کانتینر - کامیون - مشخصات کالا (شامل وزن، ابعاد) - حجم - نوع ناوگان خارجی یا داخلی  و .../ شرکت بین المللی اروپا آسیا باربد و خدمات بار هوایی,0,14020609,اختصاصي,,,,,,,
2330000072010,خدمات حمل و نقل بین المللی دریایی/درآمد کرایه حمل صادراتی/ شرکت بین المللی اروپا آسیا باربد و خدمات بار هوایی,0,14020609,اختصاصي,,,,,,,
2330000072089,خدمات حمل و نقل بین المللی دریایی/درآمد حمل ترانزیت خارجی/ شرکت بین المللی اروپا آسیا باربد و خدمات بار هوایی,0,14020609,اختصاصي,,,,,,,
2330001081066,خدمات حمل و نقل بین المللی دریایی/کرایه حمل وارداتی-خدمت بر اساس تعداد کانتینر  به صورت نیابتی/ شرکت آداک آرام آریا,0,14020609,اختصاصي,,,,,,,
2330000062516,خدمات حمل و نقل بین المللی دریایی/کرایه حمل وارداتی/ شرکت شرکت نمایندگی کشتیرانی گراش دریا,0,14020609,اختصاصي,,,,,,,
2330000062523,خدمات حمل و نقل بین المللی دریایی/کرایه حمل صادراتی/ شرکت شرکت نمایندگی کشتیرانی گراش دریا,0,14020609,اختصاصي,,,,,,,
2330000069225,خدمات حمل و نقل بین المللی دریایی/کرایه حمل وارداتی/ شرکت شرکت جنوب دریا بندر,0,14020609,اختصاصي,,,,,,,
2330001081097,خدمات حمل و نقل بین المللی دریایی/کرایه حمل صادراتی-خدمت بر اساس تعداد کانتینر  به صورت نیابتی از طرف خطوط کانتینری/ شرکت آداک آرام آریا,0,14020609,اختصاصي,,,,,,,
2330000069232,خدمات حمل و نقل بین المللی دریایی/کرایه حمل صادراتی/ شرکت شرکت جنوب دریا بندر,0,14020609,اختصاصي,,,,,,,
2330001081080,خدمات حمل و نقل بین المللی دریایی/کرایه حمل صادراتی-خدمت بر اساس تعداد کانتینر  به صورت نیابتی/ شرکت آداک آرام آریا,0,14020609,اختصاصي,,,,,,,
2330000365815,خدمات حمل و نقل بین المللی دریایی/کرایه حمل صادراتی- خدمت بر اساس تعرفه سالیانه انجمن حمل و نقل بین المللی/ شرکت حمل و نقل بین المللی سفیر دریا ساحل آرمانی,0,14020609,اختصاصي,,,,,,,
2330000365808,خدمات حمل و نقل بین المللی دریایی/کرایه حمل وارداتی- خدمت بر اساس تعداد کانتینر/ شرکت حمل و نقل بین المللی سفیر دریا ساحل آرمانی,0,14020609,اختصاصي,,,,,,,
2330000305248,خدمات حمل و نقل بین المللی دریایی/کرایه حمل وارداتی- بر اساس تعداد کانتینر  به صورت نیابتی از طرف خطوط کانتینری/ شرکت تاوساحل اروند,0,14020609,اختصاصي,,,,,,,
2330000305231,خدمات حمل و نقل بین المللی دریایی/کرایه حمل صادراتی/ شرکت تاوساحل اروند,0,14020609,اختصاصي,,,,,,,
2330000045441,خدمات حمل و نقل بین المللی دریایی/کرایه حمل صادراتی/ شرکت لتکا آبی کیش,0,14020609,اختصاصي,,,,,,,
2330000045434,خدمات حمل و نقل بین المللی دریایی/کرایه حمل وارداتی/ شرکت لتکا آبی کیش,0,14020609,اختصاصي,,,,,,,
2330000429166,خدمات حمل و نقل بین المللی دریایی/کرایه حمل وارداتی/ شرکت کشتیرانی عقاب دریای بیکران,0,14020609,اختصاصي,,,,,,,
2330000067948,خدمات حمل و نقل بین المللی دریایی/کرایه حمل صادراتی/ شرکت شرکت جهان دریا زمین,0,14020609,اختصاصي,,,,,,,
2330000429142,خدمات حمل و نقل بین المللی دریایی/کرایه حمل صادراتی/ شرکت کشتیرانی عقاب دریای بیکران,0,14020609,اختصاصي,,,,,,,
2330000389170,خدمات حمل و نقل بین المللی دریایی/کرایه حمل وارداتی/ شرکت اتحاد دریای ایمن,0,14020609,اختصاصي,,,,,,,
2330000067931,خدمات حمل و نقل بین المللی دریایی/کرایه حمل وارداتی/ شرکت شرکت جهان دریا زمین,0,14020609,اختصاصي,,,,,,,
2330000504139,خدمات حمل و نقل بین المللی دریایی/کرایه حمل دریایی کانتینر/ شرکت رایا لجستیک,0,14020609,اختصاصي,,,,,,,
